,communityName,state,householsize,agePct12t29,agePct65up,pctWSocSec,pctWPubAsst,PctUsePubTrans,PctPopUnderPov,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,PersPerFam,PctFam2Par,PctWorkMom,PctKidsBornNeverMar,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,LemasPctOfficDrugUn,ViolentCrimesPerPop,has_pp_access,PctFedEduFunding,PctStateEduFunding
754,Mexico,MO,2.46,22.35,19.43,38.89,8.81,0.63,14.35,30.01,13.93,4.48,21.38,28.97,18.04,24.52,2.91,71.5,77.08,2.12,0.038175376439326836,91.41,67.81,1.86,50.58,0.0,0.15003999999999998,0,8.19,37.81
755,Miami,FL,2.75,24.63,14.8,26.56,18.01,13.15,31.17,52.37,12.79,11.02,14.37,18.31,19.42,17.35,3.3,52.46,63.53,13.06,0.039877505940627195,90.11,33.09,9.76,31.22,1.5088635273380413e-05,3.8292100000000002,1,7.610625,52.761875
756,Miami Beach,FL,1.88,20.08,24.28,40.11,10.28,14.84,25.22,34.51,21.2,8.9,6.68,22.48,8.65,29.5,2.73,58.32,62.86,4.39,0.14149548246418894,79.0,28.5,1.72,23.72,6.206889107179482e-05,1.9818900000000002,0,7.61,52.5
757,Miamisburg,OH,2.69,25.7,10.89,25.6,6.07,1.2,7.73,23.03,14.92,4.12,28.1,19.26,16.65,23.16,3.07,79.08,66.85,1.81,0.011663115397555232,96.96,65.76,1.92,35.1,0.0,0.18681,0,2.9,23.21
758,Michigan City,IN,2.69,27.35,12.56,32.03,7.07,1.73,16.41,30.88,9.43,7.88,32.66,19.15,24.72,17.62,3.13,62.08,75.04,6.43,0.04236887233161847,89.76,59.82,7.68,40.27,0.0,0.66376,0,6.43,57.67
759,Middlesex,NJ,2.76,24.73,12.93,28.09,3.45,2.16,2.89,21.56,20.04,3.79,22.38,20.0,12.44,28.45,3.16,83.59,69.83,1.12,0.014400612792033704,96.18,76.78,0.0,29.79,0.0,0.14144,0,2.34,27.18
760,Middleton,WI,2.33,28.35,8.67,19.05,4.24,2.8,5.79,7.56,42.18,2.06,9.84,34.06,7.15,38.62,2.95,75.53,81.84,1.31,0.015275792008428024,96.56,48.59,0.49,25.12,0.0,0.07551999999999999,0,1.4,15.63
761,Midland,MI,2.57,27.49,10.54,23.69,5.61,0.29,9.26,11.52,42.21,4.97,38.7,25.58,7.02,43.51,3.02,82.21,64.04,1.01,0.016631851714746557,95.9,69.0,1.11,24.17,0.0,0.45726999999999995,0,6.176666666666666,47.35833333333333
762,Midvale,UT,2.57,35.49,9.93,26.27,9.85,3.72,20.7,26.28,13.24,7.12,17.96,16.94,20.05,16.57,3.17,62.31,65.88,2.57,0.028773346794548207,93.12,40.5,3.8,16.96,0.0,0.49373,0,4.46,59.94
763,Milford,NH,2.64,28.51,8.91,19.63,3.02,0.36,5.07,15.78,24.17,5.43,32.27,15.66,15.75,27.44,3.08,78.58,73.78,1.21,0.027977956761339552,93.11,60.9,0.61,37.88,0.0,0.24334999999999998,0,2.98,46.36
764,Mill Valley,CA,2.19,16.37,11.78,21.92,2.85,13.1,3.28,3.62,59.33,2.76,6.5,34.78,2.6,55.12,2.77,73.56,70.37,2.63,0.01411259395612824,97.0,65.21,0.0,23.37,0.0,0.28666,0,0.72,10.94
765,Millbrae,CA,2.57,22.26,17.04,32.25,2.44,5.08,5.4,15.9,24.29,3.19,8.17,21.65,8.21,30.08,2.98,79.05,63.9,0.97,0.011022927689594356,97.24,64.12,0.44,20.44,0.0,0.29085,0,2.06,20.94
766,Millburn,NJ,2.7,20.64,15.09,29.27,2.17,17.53,1.94,7.27,60.94,2.25,8.72,33.93,2.04,56.1,3.06,89.7,55.46,0.53,0.010681696188942566,97.2,81.76,1.51,37.69,0.0,0.11635,0,0.79,27.42
767,Millington,TN,4.29,54.63,3.01,13.13,3.86,0.0,11.19,13.48,10.08,3.28,8.49,22.97,9.11,23.0,3.27,83.18,61.76,1.94,0.015224448673457965,93.87,33.4,1.84,14.34,0.0,0.5707000000000001,0,4.15,47.57
768,Millville,NJ,2.7,27.19,12.33,30.87,7.95,1.56,11.53,30.16,11.64,6.41,25.79,20.31,18.4,20.15,3.16,65.95,68.74,6.42,0.019621421975992613,94.98,63.15,5.88,44.31,0.0,0.95256,0,3.87,71.41
769,Milpitas,CA,3.6,29.39,4.59,11.41,7.01,3.02,4.9,19.05,24.89,4.86,41.3,13.63,14.27,29.83,3.63,80.2,74.75,3.73,0.007220928856094385,97.47,69.61,1.37,10.93,0.0,0.32736000000000004,0,3.74,44.11
770,Milton,MA,2.94,23.55,15.63,36.59,3.99,10.43,3.04,7.96,43.13,4.52,7.91,36.93,4.43,47.21,3.32,86.06,73.99,0.85,0.009873663751214772,97.18,82.51,1.18,35.83,0.0,0.20002,0,2.81,16.67
771,Milwaukee,WI,2.61,29.77,11.04,27.11,15.32,11.14,22.22,28.5,14.83,8.88,22.24,24.82,18.94,21.31,3.21,52.28,65.79,12.11,0.021754913324247557,94.62,44.77,11.21,35.5,3.7574352638483775e-06,0.96616,1,8.950740740740741,54.175185185185185
772,Mineral Wells,TX,2.73,26.34,14.45,35.8,10.95,0.69,23.17,37.38,11.25,9.68,27.11,22.3,21.63,20.31,3.11,71.73,62.07,2.67,0.05460659045057162,87.02,65.69,5.67,57.27,0.0,0.6834600000000001,0,8.58,60.05
773,Minneapolis,MN,2.29,30.92,10.92,22.69,10.55,16.42,18.53,17.42,30.3,6.67,14.13,30.89,11.72,31.78,2.97,57.57,66.95,8.98,0.032531360024756845,93.06,49.69,6.3,27.06,5.727734450286794e-06,1.81181,1,4.166666666666667,42.55254901960784
774,Minot,ND,2.47,29.41,12.29,27.78,6.05,0.36,14.25,18.45,21.06,5.63,4.83,28.89,11.37,25.59,3.03,75.2,73.51,1.89,0.031119731357109773,92.85,60.19,1.21,42.51,0.0,0.10417,0,10.36,44.95
775,Mission,TX,3.45,29.66,13.32,37.11,16.45,0.42,37.33,47.39,12.19,12.14,9.34,24.56,15.48,19.89,3.8,74.52,54.71,1.85,0.08177154224688514,78.02,71.55,2.6,24.29,0.0,0.17875,0,8.07,75.04
776,Mission Viejo,CA,2.89,24.75,7.47,15.65,1.79,0.62,1.96,6.33,39.1,2.9,18.78,22.33,5.18,39.89,3.2,85.98,65.83,0.63,0.016739906619060697,95.38,80.0,0.08,24.77,0.0,0.22556,1,3.395,38.705
777,Mitchell,SD,2.43,25.73,15.79,37.04,7.67,0.22,14.51,24.49,15.45,4.67,16.29,28.86,15.87,23.11,3.07,78.07,82.19,1.18,0.027757646035657342,93.68,56.2,1.04,50.65,0.0,0.19879,0,5.87,41.08
778,Moberly,MO,2.46,25.65,16.85,36.52,6.53,0.55,18.27,31.36,14.2,8.52,16.5,27.13,18.42,22.34,3.0,71.13,76.08,2.49,0.04813458992133344,89.41,65.74,0.65,53.4,0.0,0.98503,0,8.45,43.86
779,Mobile,AL,2.6,27.92,12.37,29.3,8.39,1.59,22.43,25.16,21.42,9.13,12.85,29.01,12.65,28.76,3.15,61.16,68.03,7.64,0.0375742569213055,91.09,58.07,6.83,44.15,2.5117435474174384e-05,1.07695,1,13.08,66.86
780,Modesto,CA,2.84,27.02,9.41,22.98,13.19,0.9,12.98,25.21,15.82,8.9,17.31,23.48,15.09,24.01,3.29,73.47,60.5,2.73,0.01772597583925211,95.2,58.46,1.2,14.76,4.4739877375098646e-05,0.81357,1,8.582857142857142,56.675714285714285
781,Monroe,WI,2.32,24.1,15.8,32.83,5.79,0.04,6.46,21.34,14.48,4.21,25.32,25.34,20.5,22.32,2.94,75.61,83.02,1.13,0.014744653842398203,96.69,63.61,0.0,33.11,0.0,0.08464,0,8.384444444444446,50.23
782,Monrovia,CA,2.7,28.61,9.73,23.06,8.38,3.44,12.37,22.7,19.72,6.2,17.95,22.88,12.8,27.64,3.23,67.59,63.9,6.86,0.01963032353681385,94.97,46.99,2.28,18.95,0.0,0.93947,0,9.59,59.15
783,Montclair,CA,3.33,30.74,7.06,21.6,12.11,1.8,16.75,31.87,10.12,7.57,23.63,18.3,21.56,17.44,3.64,70.88,62.1,4.4,0.013258774706337483,95.77,61.41,2.39,12.47,0.0,1.30721,1,4.66,43.11
784,Montebello,CA,3.2,30.73,10.8,26.82,13.72,5.98,14.0,39.19,14.61,6.73,21.31,19.57,18.88,21.63,3.59,66.71,56.68,5.88,0.009653481968974548,97.0,48.35,2.26,25.22,0.0,1.28583,0,10.25,62.55
785,Monterey,CA,2.52,32.59,11.38,20.99,3.81,2.65,6.58,11.47,39.85,2.23,6.8,28.83,6.67,35.63,2.86,78.34,61.26,1.4,0.025161169180697253,94.04,35.76,0.62,10.2,0.0,0.8744400000000001,0,18.16,45.8
786,Monterey Park,CA,3.11,28.54,12.85,24.57,13.8,4.88,16.42,30.03,22.41,6.15,15.74,22.46,12.57,28.22,3.49,74.34,57.29,2.78,0.013056076920543976,96.09,54.93,1.39,16.39,9.401033949092825e-05,0.8932899999999999,0,10.879999999999999,63.59
787,Montgomery,AL,2.67,28.57,10.53,25.73,8.47,1.54,18.08,24.25,24.61,7.0,10.31,25.84,12.49,28.55,3.2,63.65,73.16,7.93,0.03563755304479813,91.3,60.08,7.84,31.51,1.8705974153688283e-05,0.86021,0,12.231666666666667,66.44166666666668
788,Montville,NJ,3.19,24.83,8.19,21.51,2.23,3.62,0.79,11.91,38.37,4.7,18.42,22.31,8.5,41.27,3.38,91.14,61.85,0.05,0.015192307692307692,95.38,91.49,0.84,48.1,0.0,0.03713,0,0.72,9.18
789,Moorpark,CA,3.35,26.08,3.58,10.3,3.37,0.23,4.29,14.67,28.42,3.58,24.04,16.8,10.38,34.67,3.57,88.3,67.88,1.8,0.011532125205930808,96.29,80.15,0.0,12.24,0.0,0.2366,0,4.14,55.22
790,Moreno Valley,CA,3.4,28.36,3.81,12.35,7.71,0.91,8.36,18.18,14.29,7.31,16.76,18.96,14.02,22.67,3.64,81.18,63.74,3.17,0.025088609939467415,92.15,74.03,1.58,18.39,0.0,1.20133,1,7.452500000000001,71.215
791,Morgan Hill,CA,3.06,26.99,6.84,17.1,5.48,2.4,4.51,16.58,28.06,3.7,25.15,20.0,10.16,32.57,3.35,80.97,68.94,1.77,0.014585422935473085,95.72,71.5,2.01,22.35,0.0,0.47952,0,3.82,34.74
792,Morganton,NC,2.49,23.82,16.43,33.49,5.61,0.13,10.6,35.02,18.81,4.05,33.35,32.64,21.29,29.55,2.8,65.71,76.39,3.43,0.03380841895923102,92.22,59.99,1.96,48.63,0.0,0.50348,0,5.75,66.25
793,Moscow,ID,2.82,48.06,6.61,15.35,3.72,0.12,23.4,7.68,48.53,6.09,3.16,49.38,5.79,36.91,2.98,79.84,69.85,2.28,0.00955775149846104,97.38,42.05,3.39,29.38,0.0,0.15972,0,4.4,47.37
794,Moses Lake,WA,2.6,25.62,13.36,27.62,10.28,0.09,15.28,26.49,14.51,6.5,18.92,22.82,16.52,24.61,3.12,75.49,71.15,1.84,0.02857142857142857,93.07,62.56,2.18,38.94,0.0,1.1439000000000001,1,5.07,79.53
795,Moss Point,MS,2.98,28.08,10.6,31.74,13.06,0.29,22.72,35.31,10.42,15.88,37.93,20.08,23.29,17.55,3.43,63.09,68.56,7.62,0.03492739810506251,90.57,77.4,10.43,60.67,0.0,0.7652899999999999,0,12.32,57.86
796,Moultrie,GA,2.72,26.01,15.22,34.29,20.81,0.39,34.5,45.64,13.36,7.72,26.48,24.1,24.48,22.06,3.19,48.56,66.85,7.42,0.03733602421796166,90.8,53.15,3.96,46.85,0.0,1.2786300000000002,0,10.09,68.21
797,Moundsville,WV,2.53,23.38,17.01,39.86,10.0,0.11,16.7,35.59,8.71,9.34,14.97,25.51,18.5,19.88,2.95,72.67,61.72,1.72,0.03347902910815587,92.2,68.48,4.17,56.94,0.0,0.03691,0,4.6,55.81
798,Mount Holly,NJ,2.91,27.24,11.35,28.79,9.94,2.79,13.81,27.44,17.3,6.97,15.88,24.53,17.89,20.98,3.24,63.85,68.67,7.51,0.015602970203966539,95.66,68.77,12.05,37.95,0.0,1.44458,0,3.67,46.76
799,Mount Laurel,NJ,2.56,25.55,9.28,17.44,1.47,3.5,1.99,10.1,37.11,2.55,14.33,24.19,5.97,40.23,3.03,84.86,69.33,0.56,0.02540469111331351,93.9,81.9,0.91,21.07,0.0,0.10328,0,1.28,11.46
800,Mount Pleasant,MI,3.5,62.28,6.06,18.97,8.77,1.01,38.74,15.29,39.3,8.22,5.12,41.81,7.63,31.03,2.97,65.84,65.0,2.9,0.017607902082885978,94.2,37.88,0.98,36.1,0.0,0.35801,0,8.482,56.604
801,Mount Vernon,NY,2.67,26.3,13.13,28.42,9.57,25.7,11.8,29.22,20.41,7.41,12.13,31.02,11.64,27.42,3.25,57.46,70.55,9.55,0.015740175420308845,95.97,36.76,5.39,41.25,0.0,1.4465599999999998,1,5.3075,47.4425
802,Mountain View,CA,2.25,29.23,8.73,16.05,4.05,4.19,6.22,13.37,40.75,3.17,32.45,22.37,7.68,41.18,2.93,72.73,71.9,2.56,0.022190927957308034,95.25,37.75,0.8,9.89,0.0,0.41123000000000004,0,5.16,27.516666666666666
803,Munster,IN,2.76,20.71,15.13,35.1,1.14,4.44,1.27,12.33,33.16,2.81,19.83,30.14,5.81,42.29,3.12,90.61,66.81,0.31,0.008371346934683443,97.74,88.83,0.0,29.94,0.0,0.1992,0,0.58,28.63
804,Murfreesboro,TN,2.63,38.51,8.8,21.71,5.47,0.09,15.99,23.03,27.24,5.97,19.64,25.58,15.19,27.63,3.02,70.01,74.64,5.68,0.035572770580116646,91.46,47.57,2.32,20.34,0.0,0.79196,0,4.793333333333334,49.93
805,Murray,UT,2.67,28.56,9.72,22.11,4.01,2.62,8.05,15.77,20.38,3.27,13.78,21.33,12.28,26.53,3.27,75.5,69.74,0.95,0.020299213605268207,94.86,60.97,0.63,25.67,0.0,0.27553,0,6.47,61.2
806,Muskego,WI,3.02,25.15,7.6,20.53,2.92,0.53,2.66,13.6,18.34,2.93,26.89,18.35,16.05,24.88,3.28,89.16,76.56,0.46,0.011657645869267829,96.6,84.79,1.02,30.1,0.0,0.0298,0,1.53,35.34
807,Muskogee,OK,2.5,24.46,16.42,36.05,11.68,0.07,22.47,31.06,15.97,6.21,17.39,26.93,17.49,22.43,3.03,65.86,64.9,4.29,0.06857961175347406,85.37,63.75,3.75,54.83,0.0,1.15303,0,8.39,53.865
808,Mustang,OK,2.99,28.61,4.48,11.68,3.1,0.0,3.86,16.93,13.02,4.37,15.12,19.35,11.31,21.85,3.26,83.52,76.22,0.07,0.027889591719378954,92.31,77.72,1.72,54.3,0.0,0.1717,0,7.42,64.84
809,Myrtle Beach,SC,2.59,32.97,10.81,25.37,3.82,0.45,11.72,16.16,21.44,4.1,5.6,15.39,7.86,26.88,2.89,73.88,71.28,3.04,0.14987121699935607,72.06,46.68,0.91,27.28,0.0,1.45474,0,6.93,40.98
810,Nacogdoches,TX,2.73,47.14,9.41,23.18,7.83,0.21,31.53,27.22,26.03,7.18,13.79,31.72,14.66,27.57,3.05,64.7,71.54,6.55,0.03067504534853589,92.27,41.77,3.48,44.03,0.0,0.6892699999999999,0,6.745,64.455
811,Nanticoke,PA,2.35,22.6,22.02,46.39,9.57,2.83,12.18,38.75,9.62,7.49,22.83,22.93,22.89,17.44,2.97,73.5,62.32,1.49,0.033993641477133775,92.6,60.48,11.27,70.5,0.0,0.14998,0,5.59,44.18
812,Napa,CA,2.59,24.69,13.09,27.94,7.33,1.59,7.73,19.24,19.18,4.78,13.53,25.18,11.64,26.31,3.04,73.0,68.1,1.45,0.01629960221208887,95.96,59.99,1.39,37.6,0.0,0.61164,1,4.9350000000000005,36.394999999999996
813,Narragansett,RI,2.56,34.42,10.13,22.45,4.68,0.99,13.03,12.82,37.07,5.3,8.5,29.0,7.62,32.57,2.99,76.57,76.25,1.26,0.15769102435769103,71.2,57.88,1.44,77.15,0.0,0.42863999999999997,0,1.98,9.98
814,Natchez,MS,2.54,23.98,15.67,35.04,15.81,0.85,31.79,31.12,18.69,12.38,14.39,27.69,13.11,31.42,3.12,53.27,67.96,10.44,0.051387461459403906,88.45,62.36,4.0,53.2,0.0,0.54922,0,14.99,45.72
815,Natchitoches,LA,3.11,37.21,11.51,28.39,17.48,0.0,39.79,32.7,22.05,14.52,10.92,37.62,13.25,25.35,3.31,51.34,70.61,12.57,0.04551749051718947,87.59,53.87,5.95,64.68,0.0,0.78852,0,17.87,58.07
816,Natick,MA,2.54,25.56,11.7,24.3,4.15,7.12,3.15,9.54,42.39,4.73,14.08,31.6,5.77,41.47,3.04,83.8,73.63,0.9,0.020845624385447393,94.97,66.78,0.47,21.86,0.0,0.18652000000000002,0,2.39,18.61
817,National City,CA,3.67,37.89,8.32,22.5,20.05,6.02,21.34,41.07,9.06,8.18,18.33,18.19,18.9,13.51,3.63,63.14,53.49,5.57,0.00866375417058379,96.92,35.46,1.49,23.4,0.0,1.4699,0,8.18,68.1
818,Naugatuck,CT,2.7,27.14,11.0,25.27,3.51,0.75,4.22,21.84,17.02,5.21,29.21,20.59,17.13,24.6,3.2,81.87,72.04,1.64,0.019591836734693877,94.97,67.13,0.83,44.17,0.0,0.08073000000000001,0,3.23,59.82
819,Nederland,TX,2.61,25.01,10.2,25.03,2.91,0.0,6.69,15.74,13.87,3.85,23.2,23.43,13.15,22.78,3.06,81.56,60.13,0.36,0.017663043478260868,95.6,72.98,4.55,45.8,0.0,0.13338,0,3.79,45.88
820,Neenah,WI,2.57,25.51,10.72,26.04,5.58,0.59,5.96,15.89,20.5,4.46,39.46,20.26,22.75,23.23,3.09,78.96,69.78,1.66,0.01020715793100478,97.44,67.13,1.27,36.71,0.0,0.17498,0,2.43,33.66
821,Neptune,NJ,2.71,23.2,14.35,32.09,6.19,2.51,7.79,21.98,20.22,5.76,12.07,27.96,12.95,28.59,3.18,70.94,73.69,4.75,0.049417365354554495,88.2,68.08,2.66,47.81,0.0,0.6485599999999999,0,3.79,40.79
822,New Albany,IN,2.47,25.89,14.62,31.56,9.07,1.2,15.48,31.74,12.92,6.96,21.39,23.71,19.43,22.85,2.95,63.66,70.64,3.0,0.02483343428225318,94.22,59.32,1.33,35.59,0.0,1.28084,0,6.33,48.5
823,New Bedford,MA,2.58,27.07,15.38,34.68,17.15,3.47,16.78,50.34,9.72,12.16,27.76,20.82,25.85,16.98,3.09,63.01,66.4,5.12,0.029743199695762695,92.88,43.84,8.38,42.83,5.9146133984507916e-05,1.4326400000000001,0,5.715,73.225
824,New Berlin,WI,2.87,23.28,7.87,20.23,1.62,0.76,1.7,9.69,28.66,2.54,23.74,23.06,11.49,32.64,3.18,90.24,73.58,0.63,0.012115979995236961,96.64,84.63,0.25,10.32,0.0,0.11319,0,1.71,19.085
825,New Bern,NC,2.39,26.16,15.14,31.04,14.86,0.35,23.2,30.14,15.99,5.41,17.1,25.29,17.47,21.92,2.98,54.06,66.8,8.2,0.0437712376893394,90.53,50.78,4.87,39.34,0.0,2.21088,0,10.82,67.77
826,New Braunfels,TX,2.73,25.06,15.71,34.37,5.73,0.0,14.93,31.59,18.53,5.93,18.22,24.48,15.94,25.91,3.17,76.73,71.98,0.86,0.039072217750786564,90.35,63.77,1.87,30.62,0.0,1.72658,0,4.61,36.88
827,New Britain,CT,2.5,30.11,15.26,31.61,9.08,3.0,12.8,35.25,16.67,7.84,22.94,21.22,17.58,22.55,3.01,61.37,67.98,5.99,0.028678915367394787,93.3,43.11,2.73,30.81,9.325614973970406e-05,0.7283200000000001,0,9.2,60.1
828,New Castle,IN,2.44,26.25,14.72,36.23,8.66,0.35,19.72,36.54,7.94,11.23,24.24,26.52,21.7,18.05,2.94,67.32,70.47,1.72,0.030361065735368672,93.12,65.29,4.45,49.35,0.0,0.12181,0,6.8933333333333335,53.669999999999995
829,New Haven,CT,2.66,34.55,10.81,26.28,14.61,9.54,21.29,28.97,26.7,9.25,16.41,37.38,14.02,30.0,3.16,45.44,60.14,15.07,0.038865980961724174,90.62,31.78,10.18,32.97,2.3606235725125313e-05,2.12702,1,10.24,65.08
830,New Iberia,LA,2.86,27.77,11.31,28.47,14.23,0.29,28.67,42.88,9.88,13.03,14.46,19.25,21.57,17.68,3.36,64.43,65.39,7.04,0.04031041849943446,89.67,61.12,5.14,53.16,0.0,0.34546,0,13.77,54.86
831,New London,CT,2.66,38.5,11.11,27.94,10.26,2.88,15.15,24.65,17.95,7.97,17.99,30.39,12.31,21.42,3.0,56.98,66.26,7.02,0.04407848633496846,89.49,36.91,5.01,28.7,0.0,0.71078,1,18.83,76.22
832,New Milford,NJ,2.59,23.23,15.8,31.65,2.3,8.8,2.2,18.46,25.49,5.73,14.92,23.58,7.89,32.32,3.13,85.2,63.92,0.84,0.011694809255784866,97.06,62.83,0.0,30.48,0.0,0.15514,0,1.76,12.59
833,New Orleans,LA,2.64,28.67,11.67,27.99,14.8,17.06,31.63,31.86,22.44,12.41,6.84,32.14,11.23,30.59,3.3,46.17,64.79,13.04,0.07513613368267269,83.45,43.71,17.54,52.46,1.0222603222132338e-05,2.03898,1,11.849200000000002,53.82
834,New Philadelphia,OH,2.39,24.54,14.74,31.52,8.23,0.29,12.51,23.23,9.77,8.37,27.11,18.6,23.64,19.12,2.95,74.89,67.12,1.08,0.023506179131099505,94.68,65.97,2.44,32.25,0.0,0.17357,0,4.4,36.72
835,New Port Richey,FL,2.17,19.79,28.94,49.05,5.54,0.0,14.61,32.74,8.24,5.97,6.37,27.3,11.33,21.43,2.65,65.16,71.15,1.71,0.09591284534320707,82.78,64.78,0.74,35.63,0.0,0.52213,0,7.1,57.3
836,New Providence,NJ,2.7,21.33,12.28,25.1,2.04,7.98,2.45,9.49,48.6,2.71,12.85,24.24,4.86,43.97,3.1,90.92,66.83,0.38,0.007343299239444007,98.06,75.52,1.19,38.1,0.0,0.04956,0,1.11,8.65
837,New Smyrna Beach,FL,2.1,15.9,31.81,53.17,7.36,0.0,14.01,20.63,18.03,6.83,10.6,19.85,10.32,25.62,2.56,64.76,75.37,2.28,0.21785649519434203,68.6,70.17,0.44,15.59,0.0,0.55959,0,5.14,31.816666666666666
838,New York,NY,2.6,27.46,11.62,24.6,13.12,54.33,19.29,31.68,22.98,8.98,11.41,28.4,11.64,30.55,3.27,57.64,56.42,10.5,0.0235939214734074,94.23,28.64,4.83,40.33,9.436585327215986e-07,2.09771,1,10.757105263157895,41.21184210526316
839,Newark,NJ,3.01,31.88,8.51,24.5,22.23,24.89,26.34,48.79,8.55,14.71,20.62,22.28,26.45,14.14,3.55,43.2,59.85,20.0,0.03968083830812329,89.34,23.06,11.05,42.99,0.0,3.92803,1,6.835555555555556,69.15555555555557
840,Newberg,OR,2.88,29.02,11.41,24.43,5.79,0.68,10.71,20.89,18.81,4.35,25.9,22.35,15.83,22.66,3.16,72.8,68.88,1.06,0.010010698456365581,97.2,58.7,1.53,21.37,0.0,0.23504,0,3.44,56.95
841,Newberry,SC,2.67,29.26,16.07,36.39,12.4,0.0,25.22,39.06,14.77,9.13,29.92,24.24,27.25,20.22,3.14,52.0,76.76,10.7,0.027983304875735155,93.05,61.75,3.73,64.07,0.0,1.52729,0,7.84,50.68
842,Newburgh,NY,2.94,30.82,9.71,26.71,13.06,3.99,26.23,42.12,11.45,11.79,23.51,26.83,22.82,18.63,3.45,48.4,62.73,17.03,0.03731004762984804,90.13,35.44,14.89,49.95,0.0,1.55507,1,3.16,49.64
843,Newport,RI,2.52,33.02,11.59,24.97,9.15,2.08,12.47,15.88,32.16,5.96,7.95,28.65,5.71,31.79,3.0,64.32,63.93,4.64,0.06724058525525206,85.5,41.6,0.95,37.09,0.00027243419421121623,1.18533,0,7.09,48.81
844,Newport Beach,CA,2.16,25.02,13.93,21.36,2.07,0.95,5.67,4.69,50.25,3.01,13.44,24.45,3.45,48.84,2.67,77.69,56.16,0.92,0.06003631289107633,88.52,55.76,0.3,12.77,5.041789835391564e-05,0.3872,0,4.85,22.91
845,Newport News,VA,2.66,31.25,8.59,19.97,7.74,2.9,14.04,20.66,18.44,5.93,20.19,21.72,13.07,26.41,3.08,68.16,66.56,6.41,0.033967479196683234,91.72,50.03,3.83,33.24,4.692875415331236e-05,0.84563,0,8.797142857142857,39.058571428571426
846,Newton,MA,2.8,28.52,12.95,25.85,2.91,12.27,4.33,8.34,57.22,3.94,10.61,42.62,4.03,52.32,3.05,84.76,74.67,0.7,0.01261730338439184,96.58,68.91,0.29,38.58,0.0,0.25633999999999996,0,2.79,51.54
847,Niagara Falls,NY,2.38,24.51,17.36,38.44,12.73,3.0,18.64,32.33,9.75,10.83,22.77,24.86,19.64,17.95,3.01,58.52,63.99,6.18,0.04309508408796895,90.69,55.99,11.44,54.75,0.00010430142302716689,0.73668,1,6.4475,58.504999999999995
848,Niceville,FL,2.67,27.32,8.19,20.19,4.15,0.38,8.44,14.19,22.41,5.82,8.34,22.62,9.93,32.65,3.02,80.66,75.86,0.72,0.030360711906348148,92.51,66.71,0.94,34.8,0.0,0.19094999999999998,0,6.73,53.21
849,Nicholasville,KY,2.75,29.85,8.29,20.9,6.35,0.0,12.68,35.12,10.29,5.21,17.47,20.95,18.17,15.6,3.1,74.93,71.93,2.37,0.020069102403881496,94.77,63.45,0.37,45.42,0.0,0.47189,0,5.82,64.66
850,Niles,MI,2.41,26.32,14.88,32.57,10.91,0.64,13.67,26.15,15.47,5.19,27.12,23.14,22.17,22.17,3.02,61.9,71.1,4.5,0.023683365446371226,94.61,58.84,3.05,36.95,0.0,0.42727,0,5.403333333333333,69.42333333333333
851,Noblesville,IN,2.65,26.76,8.83,20.73,3.8,0.06,7.5,18.89,29.14,2.82,19.38,20.67,10.91,30.58,3.1,80.65,71.97,1.44,0.027074483149249505,93.29,63.86,0.21,25.94,0.0,0.6821200000000001,0,1.08,41.58
852,Nogales,AZ,3.69,30.6,8.36,25.6,13.13,0.57,31.2,51.22,7.94,13.67,10.76,13.66,17.0,18.9,4.03,72.32,52.99,5.23,0.013238236954179281,95.34,59.03,2.71,34.11,0.0,0.8222,0,11.79,56.45
853,Norfolk,VA,2.92,38.6,9.63,24.1,9.33,5.57,19.32,27.31,16.82,6.1,10.28,24.12,14.05,23.29,3.12,62.76,62.4,9.62,0.03553969888488644,90.6,44.02,3.94,30.95,2.928465063220393e-05,1.1355,0,11.815833333333332,36.98
854,Norman,OK,2.51,37.58,7.38,16.19,3.22,1.22,15.04,12.86,38.05,6.05,8.64,36.73,8.96,35.72,2.98,75.6,72.12,1.3,0.046746012913539234,89.5,51.04,3.74,41.89,0.00011352424723058285,0.23,0,5.55,61.07333333333333
855,North Adams,MA,2.54,31.87,15.06,36.6,13.12,1.84,14.33,31.84,12.11,9.86,22.76,29.53,16.04,21.07,2.97,64.62,74.1,2.72,0.03595880216705364,91.65,50.62,2.32,47.02,0.0,0.57165,0,4.52,74.45
856,North Andover,MA,2.89,27.4,10.81,24.52,3.07,2.06,2.84,10.17,40.55,4.45,21.73,29.4,6.2,42.11,3.22,84.55,66.67,1.06,0.016672516672516673,95.41,68.33,0.53,34.47,0.0,0.16571,0,2.57,20.74
857,North Augusta,SC,2.45,28.11,11.49,24.31,3.89,0.16,9.28,18.08,25.47,3.62,19.93,24.57,11.23,33.68,2.99,72.42,70.59,5.59,0.034916292098234644,92.13,63.34,2.61,28.54,0.0,0.56056,0,8.03,57.92
858,North Bergen,NJ,2.55,26.02,13.76,29.24,6.61,21.37,9.49,35.46,18.21,7.69,20.75,16.64,17.96,25.24,3.18,73.91,65.18,3.89,0.0475895402156401,89.17,39.98,1.78,26.69,0.0,0.2943,0,4.17,37.6
